property_id,property_type,country,city,street,building_number,square_footage,number_of_bedrooms,number_of_bathrooms,year_built
1298,Townhouse,Armenia,New Alanmouth,Walters Estates,883,11795,4,2,2022
1299,Condo,Guadeloupe,Bryanbury,Ortiz Drive,993,9596,5,2,2005
1300,Studio,Ukraine,Whiteton,Gordon Summit,16132,7714,10,8,2004
1301,House,Somalia,Nicholsonview,Frye Course,9261,2348,8,6,2007
1302,Duplex,Norfolk Island,New Linda,Gutierrez Field,660,3763,9,10,2001
1303,Penthouse,Grenada,East Michael,Diamond Curve,56483,11168,6,6,2000
1304,Condo,Norway,East Dakotashire,Harrison Turnpike,22207,11847,9,4,2014
1305,Condo,Marshall Islands,Lake Edward,Le Keys,7834,2954,1,1,2006
1306,House,Taiwan,Hernandezmouth,Gallagher River,1448,14832,9,9,2003
1307,Villa,Falkland Islands (Malvinas),South Matthewview,Christopher Neck,84474,5911,7,4,2017
1308,House,Fiji,Sophiaside,Patel Islands,555,1611,8,4,2017
1309,House,Samoa,South Melissa,Kristin Groves,160,11716,6,10,2004
1310,Cottage,Philippines,Port Michelle,Beth Place,3346,12601,2,5,2013
1311,Villa,Netherlands Antilles,Claireside,Brown Cove,74546,5872,3,6,2017
1312,Studio,Belgium,Mooreberg,Chad Inlet,13027,14058,5,9,2001
1313,House,Oman,New Justin,Marsh Spurs,975,16263,4,8,2015
1314,Apartment,Malaysia,Meganville,Davis Drive,0185,2786,5,8,2023
1315,Duplex,Colombia,West Dawn,Ramirez Expressway,163,13247,7,7,2016
1316,Apartment,Tonga,Port Michael,Alison Haven,882,11483,1,2,2012
1317,Loft,Japan,New Seanville,Anna Lights,2850,9264,5,3,2009
1318,House,Rwanda,New Jonathanberg,Micheal Estate,0173,18553,3,7,2009
1319,Penthouse,Ireland,East Stephanieview,Annette Trafficway,326,18240,4,5,2003
1320,Townhouse,Madagascar,Lake Caseybury,Shannon Garden,1076,1732,5,6,2013
1321,Villa,Armenia,Katherinefort,Dominguez Divide,108,18200,1,2,2012
1322,Townhouse,Cambodia,Michaelport,Nicole Rest,3032,17609,5,8,2005
1323,Studio,Switzerland,Rogersview,Haynes Forest,791,17807,9,4,2003
1324,Condo,Maldives,Whiteside,Edward Mission,2685,18584,10,6,2011
1325,Cottage,Sao Tome and Principe,East Jessicastad,Daniel Road,481,2144,10,10,2002
1326,Cottage,Guinea-Bissau,Morseberg,Ryan Isle,16812,3445,1,5,2020
1327,Cottage,French Polynesia,Davisville,Gonzales Union,4458,9601,5,6,2008
1328,Penthouse,Rwanda,Lawrenceberg,Robert Flat,38787,4967,4,8,2004
1329,Cottage,Burundi,East William,Mary Causeway,975,15569,9,1,2006
1330,Penthouse,Canada,Edwinville,Megan Coves,46365,2440,2,2,2000
1331,Apartment,Slovakia (Slovak Republic),Thompsonburgh,Brady Street,978,2958,1,10,2007
1332,Villa,Saint Barthelemy,Edwardsmouth,Wright Port,2183,9362,10,6,2010
1333,Studio,Micronesia,Lake Troy,Nichole Lane,1621,2675,2,6,2011
1334,Apartment,Greece,South Clintonmouth,Ashley Green,29183,13182,10,10,2012
1335,Loft,Croatia,Medinamouth,Ross Ridges,4099,8421,6,9,2017
1336,Duplex,Armenia,Huntstad,Gray Points,656,494,7,8,2003
1337,Villa,Belgium,Barnesborough,Janice Divide,6624,10135,10,1,2021
1338,Condo,Turkmenistan,East Tonya,Carrie Ports,753,16636,9,2,2015
1339,Condo,Faroe Islands,Josephtown,Patterson Forges,74476,957,2,4,2016
1340,Apartment,India,West Stephanie,Weaver Shoals,2357,17116,3,5,2017
1341,Cottage,Bermuda,Lake Justin,Ralph Forks,92788,4515,4,1,2012
1342,House,French Guiana,Kelliview,Villanueva Corners,131,10903,8,10,2008
1343,Penthouse,Andorra,South Ricky,Castillo Ramp,52072,13811,6,8,2004
1344,Condo,British Virgin Islands,Connorport,Susan Turnpike,657,765,6,5,2003
1345,Apartment,Saint Lucia,Ninaton,Flores Mountain,47698,10102,5,6,2000
1346,Studio,Venezuela,East Scott,Robert Vista,5131,16661,8,6,2003
1347,Townhouse,Bangladesh,New Jennifer,Bradley Mountain,5762,9019,7,8,2013
1348,Loft,Christmas Island,Lake Daniel,Kristin Center,3855,14888,8,6,2019
1349,Penthouse,Svalbard & Jan Mayen Islands,Port Tom,Nicholas Extensions,24264,7950,9,2,2004
1350,Townhouse,Belize,Port Brianborough,Susan Motorway,00355,14681,5,6,2008
1351,Condo,Equatorial Guinea,New Johnchester,Davis Landing,02803,2469,2,2,2012
1352,Loft,Isle of Man,Fernandezstad,Scott Points,7068,3240,4,1,2023
1353,Penthouse,Pakistan,Brianside,Adams Parks,32150,7122,6,7,2018
1354,Condo,Bulgaria,Clarkmouth,Adam Locks,0261,15050,9,7,2015
1355,Loft,Colombia,North John,Ricky Cliffs,218,3199,9,1,2006
1356,Villa,Morocco,Matafurt,Victoria Ports,66447,533,8,8,2010
1357,Condo,Luxembourg,New Laura,Wright Club,096,18840,2,10,2014
1358,Penthouse,Kiribati,Scottview,Lyons Skyway,626,2472,7,4,2017
1359,Penthouse,Czech Republic,Port Stephanie,Long Roads,6740,13165,6,7,2000
1360,House,Papua New Guinea,Timothyview,Catherine Lodge,7495,11933,2,9,2015
1361,Condo,Iraq,West Michael,John Rapid,891,17795,3,8,2014
1362,Condo,Argentina,Josephhaven,Nicole Junctions,190,13517,2,5,2016
1363,House,Suriname,Laurenfurt,Joshua Garden,359,12565,3,1,2017
1364,Townhouse,Jamaica,Port Kent,Blake Streets,96766,19921,10,4,2004
1365,Condo,Cape Verde,Howardmouth,Porter Burg,8525,724,9,2,2012
1366,Penthouse,Saint Barthelemy,Port Danachester,Allison Junction,2522,19154,8,6,2003
1367,Penthouse,Tonga,South Patrick,Kristine Isle,9584,6811,6,5,2021
1368,House,Niue,South Ericshire,Lee Extension,13216,1356,4,1,2009
1369,Studio,Denmark,Parkermouth,Sophia Parkways,0435,7103,5,7,2007
1370,House,Eritrea,East Aaron,Elizabeth Squares,470,9616,2,1,2017
1371,Loft,Holy See (Vatican City State),North Pamela,Rodriguez Neck,6777,1795,9,4,2010
1372,Cottage,Taiwan,Port Sarah,Moreno Causeway,3311,6641,2,1,2004
1373,Studio,American Samoa,Lake Louis,Rice Fields,6095,15917,3,7,2003
1374,Penthouse,Czech Republic,Hayesmouth,Ray Valleys,574,9097,9,9,2022
1375,Condo,Botswana,Levyfort,Vincent Springs,99162,10166,9,10,2001
1376,Cottage,Brazil,South Bryan,Daniel Union,1751,11195,10,10,2019
1377,Townhouse,Jamaica,Franklintown,Hall Rest,35423,7923,9,5,2011
1378,Apartment,Brunei Darussalam,Loganstad,King Spring,11334,19472,4,9,2022
1379,Townhouse,Georgia,South Ashleytown,Andrea Glens,097,15094,9,3,2011
1380,Townhouse,Lesotho,Maryborough,Wagner Shoal,4351,3014,6,10,2015
1381,Apartment,Benin,Lake Shari,Fox Plaza,75568,15305,3,6,2015
1382,Apartment,Netherlands Antilles,North Alicia,Matthew Station,6851,12772,5,1,2021
1383,Villa,Norfolk Island,Colonberg,Le Fort,889,7127,4,1,2019
1384,Studio,Tanzania,Lake Raymond,Kline Common,5161,15476,1,4,2012
1385,Condo,Peru,South Peter,Tiffany Viaduct,132,12393,9,10,2001
1386,Apartment,Morocco,Port Kellyburgh,Rachel Isle,228,14838,7,2,2020
1387,Apartment,Sudan,Port Curtis,Susan Cape,2561,8323,8,9,2021
1388,Cottage,British Indian Ocean Territory (Chagos Archipelago),Thomasberg,Eaton Grove,7985,14301,6,1,2002
1389,Duplex,Kuwait,Elliston,Hill Tunnel,5727,8493,3,9,2005
1390,Penthouse,Hungary,Sullivanfort,Farrell Tunnel,49768,2267,7,4,2010
1391,Duplex,United States of America,Sarahside,Peter Rue,826,13241,4,5,2012
1392,Loft,Uganda,Emilyton,Daniel Trail,8953,2145,8,3,2005
1393,Studio,Iran,Allenberg,Le Field,465,2392,5,9,2019
1394,Penthouse,Kyrgyz Republic,Robinburgh,Nicole Turnpike,57207,12611,6,3,2014
1395,Cottage,Lithuania,Wendyshire,Hamilton Trace,3816,13827,10,5,2023
1396,Duplex,Djibouti,Danahaven,Wright Fall,23080,9906,5,1,2014
1397,Cottage,Venezuela,Hillmouth,Rice Lake,54932,9433,3,5,2015
1398,Apartment,Singapore,East Vanessa,Michael Well,52028,2769,7,3,2012
1399,Townhouse,Malaysia,Port Paul,Humphrey Springs,9643,4743,10,2,2003
1400,Villa,Mayotte,Christophermouth,Miller Mission,703,16297,6,10,2018
1401,Townhouse,Djibouti,Jessicaborough,Rodgers Rapid,4607,18015,9,5,2014
1402,Condo,Isle of Man,Lake Jacobton,Frost Crossroad,92679,1707,10,8,2002
1403,Condo,Bouvet Island (Bouvetoya),New Jamieville,Paul Ports,8722,6006,4,9,2016
1404,Villa,Chile,East Debra,Christian Villages,056,422,5,5,2016
1405,House,Kuwait,West Nicholas,Catherine Parkways,56533,5557,2,1,2009
1406,Villa,Cuba,Frederickmouth,Baker Freeway,134,10090,5,2,2011
1407,Apartment,Norfolk Island,West Kimberly,Reeves Falls,32616,6627,1,2,2022
1408,Loft,Estonia,South Michelle,Justin Lodge,280,15550,3,5,2007
1409,Duplex,Poland,Colemanberg,Christopher Heights,9864,9758,4,10,2007
1410,Penthouse,Macao,South Jason,Tammy Green,415,18360,6,8,2023
1411,Townhouse,Armenia,West Sharonview,Brittany Plain,3565,5422,8,8,2010
1412,House,Mali,New Cindyport,Durham Radial,61862,18884,10,5,2006
1413,Condo,Tanzania,Lewisport,Hubbard Rapid,78864,7506,1,4,2000
1414,Villa,Portugal,Jackborough,Hayes Fall,9302,13335,9,8,2006
1415,Townhouse,Greece,West Scottville,Amber Meadows,6269,4816,4,9,2000
1416,House,Belize,Lake Samantha,Jessica Center,7348,2123,2,9,2006
1417,Penthouse,Latvia,East Vanessahaven,Jennings Viaduct,4832,15236,1,1,2022
1418,Cottage,Hungary,Rodriguezchester,James Keys,982,1080,5,2,2010
1419,Cottage,Lesotho,West Michaelshire,Sarah Wall,9174,1621,3,8,2021
1420,Duplex,Guernsey,Burnettbury,Claudia Station,587,15190,8,9,2016
1421,Apartment,Syrian Arab Republic,Kennethmouth,Melissa Overpass,12792,9903,8,9,2001
1422,Duplex,Argentina,South Phillipmouth,Green Knoll,864,18040,3,8,2008
1423,Cottage,Timor-Leste,North Christina,Murray Turnpike,101,12551,9,3,2021
1424,Townhouse,Benin,Lake Kyleville,Morris Circles,058,17372,4,5,2009
1425,Penthouse,Hong Kong,Stanleystad,Wilson Knolls,721,6993,9,2,2003
1426,Apartment,Martinique,Lake Nicolestad,Thompson Squares,53482,13308,8,4,2004
1427,Penthouse,New Zealand,Newmanfurt,Mary Club,32196,14455,1,4,2004
1428,Studio,Belarus,North Christinebury,Gillespie View,003,13574,9,2,2005
1429,Villa,Cook Islands,Velezborough,Holly Island,225,12467,7,1,2009
1430,Apartment,Korea,South Emily,Lopez Harbor,59656,9611,2,1,2021
1431,Duplex,Gabon,New Justinbury,Connie Turnpike,10121,7683,1,4,2001
1432,Condo,Tajikistan,Kimberlyton,Miguel Roads,49595,13194,6,9,2018
1433,Penthouse,Antarctica (the territory South of 60 deg S),South Adam,Adam Place,11961,12472,6,8,2012
1434,Villa,Dominica,Matthewmouth,Brandy Bridge,3045,1159,7,10,2015
1435,Townhouse,Romania,Thomasmouth,John Light,2083,4779,1,8,2008
1436,Townhouse,Central African Republic,Ashleystad,Berger Views,817,7992,6,6,2022
1437,House,Pitcairn Islands,North Kevin,Osborne Locks,49090,16294,7,4,2014
1438,Townhouse,Tokelau,East Jennifermouth,Bryce Streets,5101,15553,3,6,2013
1439,Penthouse,Mauritania,Baldwinview,William Roads,052,15429,2,1,2015
1440,Condo,Barbados,Davidhaven,John Pike,227,13294,10,3,2016
1441,Townhouse,Burkina Faso,Phillipschester,Lisa Islands,1422,6406,3,1,2017
1442,Cottage,Senegal,Higginsstad,Caldwell Ridges,9267,17318,7,2,2007
1443,Duplex,South Georgia and the South Sandwich Islands,Paulstad,Contreras Station,28238,4133,9,5,2006
1444,Studio,Guatemala,North Amandachester,Nicole Glen,3553,12902,10,1,2023
1445,Townhouse,Western Sahara,Lake Connie,Weiss Roads,65542,8111,10,8,2009
1446,Condo,Somalia,West Richardstad,Mays Via,981,11748,1,3,2005
1447,Townhouse,Ireland,Grahamport,Edwards Plain,372,17029,10,9,2012
1448,Apartment,British Indian Ocean Territory (Chagos Archipelago),South Adrianville,Dana Dam,82701,12651,5,9,2017
1449,Duplex,Japan,North Jodiborough,Frederick Terrace,24755,17842,6,8,2003
1450,Cottage,Holy See (Vatican City State),South Jesse,Dwayne Corners,178,11098,8,9,2002
1451,Cottage,Jordan,Parkerbury,Hampton Freeway,578,11720,6,9,2021
1452,Townhouse,Ethiopia,East Daniel,Jeffrey Field,080,5533,2,6,2006
1453,Condo,Northern Mariana Islands,Longhaven,Lane Drive,2134,2623,4,8,2022
1454,Apartment,Jamaica,New Jasontown,Justin Pike,8888,7377,4,9,2011
1455,Villa,Nauru,Kimberlyhaven,Buckley Common,9782,7156,6,6,2002
1456,Duplex,Saudi Arabia,Brewerbury,Caroline Mission,588,18354,8,1,2018
1457,Studio,Montenegro,South Jason,Douglas Branch,4909,17621,3,10,2002
1458,Cottage,Kenya,Beltranbury,Thomas Pass,4691,16350,2,4,2013
1459,Studio,Chad,South Manuel,Tamara Lights,900,15952,2,4,2013
1460,Studio,Antarctica (the territory South of 60 deg S),Mindymouth,Saunders Cape,154,7041,10,7,2003
1461,Villa,Korea,East Victorland,Medina Crossing,01756,2064,6,10,2022
1462,Cottage,Bulgaria,West Edward,Robert Prairie,91439,12820,2,6,2014
1463,Penthouse,Spain,North Emily,Neal Hills,8401,4047,4,6,2005
1464,Loft,Rwanda,Port Jonathan,Wang Villages,993,3496,9,6,2013
1465,Condo,France,Williamview,Daniel Throughway,86844,9951,1,10,2019
1466,Penthouse,China,Lake Jessicahaven,Berg Flat,872,4122,6,6,2004
1467,Townhouse,Iraq,Heatherberg,Chandler Meadow,25708,13638,6,9,2006
1468,House,Chad,Davidshire,Smith Shoals,43271,15327,1,4,2018
1469,Duplex,French Polynesia,North Coreyton,Clark Ridges,42030,16233,5,1,2005
1470,Duplex,Central African Republic,New Vincent,Danielle Ridges,558,2150,6,7,2013
1471,Duplex,Holy See (Vatican City State),East Katherine,Anna Rapids,50156,18127,4,2,2001
1472,Penthouse,Netherlands Antilles,New Walter,Kevin Fields,48400,3259,1,7,2019
1473,Studio,Holy See (Vatican City State),Hendersonstad,Thompson Brook,59313,7886,9,4,2020
1474,Studio,Gabon,Lisafurt,Brenda Forest,213,19741,10,10,2021
1475,Loft,Rwanda,Port Michelle,Amber Groves,927,1378,10,5,2003
1476,House,Zimbabwe,Lake Patricia,Martin Mill,901,15836,3,8,2007
1477,Duplex,Armenia,Jennychester,Kelsey Creek,663,12497,7,8,2021
1478,Villa,Mongolia,North Michelle,Ramos Stravenue,87885,8644,4,5,2019
1479,Cottage,Malaysia,Matthewburgh,Garcia Rue,230,12859,1,3,2022
1480,Studio,Mozambique,Codyview,Henry Junctions,02624,14766,4,4,2010
1481,Duplex,Greece,Barkermouth,Young Walk,83316,19174,2,8,2002
1482,Penthouse,Saint Martin,Gregoryburgh,Wilkerson Causeway,6409,726,1,2,2005
1483,Duplex,El Salvador,Johnfurt,Eric Ports,21374,2022,6,2,2022
1484,Cottage,Guam,New Angela,Curtis Drive,789,17753,1,5,2010
1485,Condo,Malawi,Aprilshire,Alex Freeway,1197,10239,9,3,2020
1486,Loft,India,East Teresa,Anderson Avenue,772,3566,4,10,2006
1487,Condo,Ukraine,South Andrewmouth,Mary Spur,8905,19939,6,6,2017
1488,Penthouse,Oman,West Stephanie,Frances Glens,4378,1179,7,9,2003
1489,Villa,Trinidad and Tobago,Conleymouth,Rachel Cliff,728,2807,10,2,2023
1490,Loft,Sao Tome and Principe,Paulfort,Philip Mountain,927,6086,10,7,2009
1491,Townhouse,Georgia,Ibarramouth,Whitaker Ferry,667,4068,1,3,2017
1492,Penthouse,Uganda,Victoriabury,Olson Motorway,6838,11865,1,2,2000
1493,Villa,United States Virgin Islands,Courtneyshire,Debbie Lodge,6909,8805,4,2,2013
1494,Duplex,Uruguay,Sanchezburgh,Jennifer Junction,614,5156,5,3,2021
1495,Villa,Korea,Michealview,Coleman Garden,782,7906,9,8,2009
1496,Penthouse,Nigeria,Christinaberg,Brent Courts,8148,13573,4,4,2006
1497,Apartment,Romania,Lake Sarah,Thomas Islands,381,8119,9,10,2021
1498,Penthouse,South Georgia and the South Sandwich Islands,Larsonport,Baker Parks,14904,18877,1,1,2013
1499,Duplex,Belarus,South Alexander,Larson Summit,7387,18725,3,6,2014
1500,Townhouse,Belarus,New Patricia,Rodney Dam,50256,5363,5,1,2018
1501,Townhouse,Pakistan,East Brandonside,Sarah Hill,793,5430,8,1,2016
1502,House,Angola,Cantuport,Doris Light,05477,10641,2,3,2000
1503,Townhouse,Serbia,North Derekbury,Mccarty Mission,60665,11488,2,7,2001
1504,Loft,Nauru,Port Michael,Jennifer Plaza,954,5963,4,6,2017
1505,Loft,Iraq,Darleneburgh,Anderson Well,65374,5260,7,6,2012
1506,Apartment,Estonia,Williamfort,Christine Mission,08510,5652,5,10,2012
1507,Villa,Kenya,Lake Jillborough,Jones Drive,1121,5075,2,1,2009
1508,Loft,Faroe Islands,South Colton,Travis Cliffs,92235,15783,2,8,2010
1509,Penthouse,Burkina Faso,Craigland,Jackson Knoll,13820,1252,1,7,2013
1510,Loft,Angola,North Morgan,Amanda Bypass,291,15764,3,7,2006
1511,Villa,New Zealand,Delgadoport,Miller Manors,5690,15984,6,5,2000
1512,Apartment,Vietnam,North Meghanfort,Joshua Manors,594,7150,9,7,2007
1513,Loft,Madagascar,Lake Teresa,Benjamin Turnpike,8309,14184,5,2,2002
1514,Studio,Turkmenistan,New Robertview,Jessica Fields,6874,2439,4,10,2002
1515,Cottage,Australia,Mckayborough,White Harbor,660,17747,10,3,2018
1516,Condo,Aruba,East Martha,Beck Lodge,76001,6052,8,7,2019
1517,Townhouse,Chad,Lake Danielview,Kirk Wells,5699,5459,4,3,2016
1518,House,Tunisia,Port Jennifer,Watson Cliff,503,19109,7,10,2002
1519,Villa,Greece,Port Jamesmouth,Antonio Courts,078,17370,9,5,2011
1520,Condo,Azerbaijan,North Michael,Payne Keys,246,19611,3,7,2009
1521,Townhouse,Guernsey,West Andrew,Kurt Mall,5148,1144,7,10,2011
1522,Villa,Tanzania,Currystad,Singh Manor,8758,18451,6,6,2019
1523,Townhouse,Honduras,Port Alexanderchester,Wilson Viaduct,42450,6880,6,2,2000
1524,Cottage,United States Minor Outlying Islands,Suzannehaven,Medina Wall,58036,7511,5,9,2004
1525,Studio,Costa Rica,Port Gabrielbury,Hill Trail,4454,4731,5,6,2003
1526,House,British Virgin Islands,North Michelle,Craig Bridge,99171,1010,2,6,2018
1527,Condo,Cocos (Keeling) Islands,Curtisshire,Juarez Groves,678,12942,9,6,2011
1528,Apartment,Maldives,East Eileenfurt,Lewis Crescent,283,19682,2,7,2023
1529,Apartment,Libyan Arab Jamahiriya,East Brandonport,Perez Locks,4289,7068,9,3,2007
1530,Condo,Burundi,North Jennifer,Gilbert Rapid,6004,604,6,2,2015
1531,Loft,French Guiana,Port Elizabethton,Hicks Key,175,7573,10,7,2019
1532,Duplex,French Guiana,Port Nicoleborough,Brandon Forest,0387,15689,9,3,2019
1533,Cottage,Congo,Thompsonbury,Robert Circle,8582,13805,9,4,2008
1534,Duplex,Yemen,Steventown,Morton Shores,922,3329,9,9,2012
1535,Villa,Kiribati,Wilkinsbury,Steven Radial,992,15392,9,8,2013
1536,House,Palestinian Territory,North Christopherbury,Davila Garden,02650,8461,3,3,2005
1537,Cottage,United Kingdom,Matthewchester,Sierra Greens,62000,9263,1,6,2013
1538,Condo,New Zealand,Timothyside,Christine Hollow,850,2606,9,8,2000
1539,Townhouse,South Georgia and the South Sandwich Islands,Christopherchester,Brennan Trail,254,11946,9,9,2020
1540,Studio,Belarus,Juliamouth,Terri Throughway,118,2833,6,2,2014
1541,House,Estonia,Port Aarontown,Mcmillan Path,9346,18318,1,6,2018
1542,Condo,Swaziland,Colonport,May Groves,08003,16262,8,2,2005
1543,Apartment,Belgium,Pottshaven,Jones Canyon,297,827,10,1,2021
1544,Loft,Antarctica (the territory South of 60 deg S),Anthonyland,Jonathan Knoll,20071,17857,1,9,2020
1545,Studio,American Samoa,North Robin,Steve Dam,47119,10169,4,8,2009
1546,Condo,China,Martinezhaven,Owen Walks,8769,7475,8,2,2000
1547,Villa,Cambodia,South Charlesport,Williams Junction,1221,17119,2,10,2017
1548,Loft,Guadeloupe,East Michael,Kara Brooks,14603,8502,6,2,2004
1549,Duplex,Antarctica (the territory South of 60 deg S),West Jeromestad,Gonzalez Plains,766,7344,8,4,2012
1550,Penthouse,Djibouti,North Jason,Todd Burg,23153,8694,10,1,2022
1551,Cottage,Brunei Darussalam,West Josephfort,Kristen Corners,8651,11650,7,10,2012
1552,Loft,Switzerland,East Lauren,Walker Bridge,380,19425,7,1,2005
1553,Loft,Antarctica (the territory South of 60 deg S),New David,Hill Orchard,524,6595,8,3,2020
1554,Apartment,Nauru,Lake Ryan,Tara Walk,78977,9460,8,6,2018
1555,Villa,Djibouti,Dawnview,David Square,274,19404,10,9,2013
1556,Penthouse,Guadeloupe,Bethanyland,Stephanie Hill,73934,14792,1,4,2021
1557,Villa,Saint Pierre and Miquelon,North Michellefort,Morris Stream,0691,10491,3,7,2015
1558,Duplex,Anguilla,Dominiqueville,Theresa Port,74139,2565,4,3,2005
1559,Penthouse,Togo,Port Lindsaystad,Hampton Lodge,9457,8332,7,8,2004
1560,Loft,Colombia,Jonathanburgh,Harold Falls,26328,8546,6,2,2019
1561,House,Dominican Republic,Lake Gabriel,James Burg,949,5006,5,6,2008
1562,Loft,Sudan,Dustinshire,Nathan Hill,40078,9528,6,2,2012
1563,Penthouse,Egypt,Kathrynport,Debra Point,0413,880,7,6,2002
1564,Townhouse,Martinique,Robertberg,Brown Passage,84458,16641,8,5,2009
1565,Penthouse,Libyan Arab Jamahiriya,Nicoleville,Michael Streets,6356,14769,10,8,2006
1566,Loft,Faroe Islands,South Brentside,Hardy Parkways,6321,14902,6,8,2007
1567,House,Ghana,Jameschester,Santos Manors,3786,8154,4,8,2008
1568,Condo,South Georgia and the South Sandwich Islands,South Andreastad,Kent Field,68374,5322,3,8,2006
1569,Loft,Bosnia and Herzegovina,South Joanna,Murray Lights,499,3521,8,4,2007
1570,House,Colombia,Christinefort,Alyssa Summit,70975,7435,10,4,2015
1571,Townhouse,Guyana,East Michael,Simpson Knoll,9403,1852,6,8,2022
1572,Penthouse,Ireland,East Duane,Michael Crest,319,11908,3,7,2003
1573,Apartment,Sao Tome and Principe,Rebeccahaven,Shaffer Land,1625,15004,2,8,2016
1574,Apartment,Montserrat,East Sarachester,Morris Villages,15446,7925,5,6,2000
1575,Condo,Saint Kitts and Nevis,Evansshire,Christine Union,121,12006,1,3,2013
1576,Cottage,Holy See (Vatican City State),Port Peterchester,Roger Harbor,4972,929,1,3,2001
1577,Cottage,Niger,Erinton,Theresa Drive,0216,9390,5,9,2017
1578,Duplex,Christmas Island,New Andrewmouth,Ronald Valley,8509,10464,8,4,2010
1579,Duplex,Montenegro,Longburgh,Johnson Turnpike,16582,3883,3,1,2008
1580,Villa,Tunisia,New Taylorbury,Perez Avenue,9659,2731,10,5,2016
1581,Cottage,French Polynesia,Alanmouth,Butler Flats,65348,8206,10,6,2001
1582,Loft,Russian Federation,West Sydneyburgh,Bond Vista,170,16959,5,7,2021
1583,Condo,Nigeria,Rebeccaville,Bradford Port,4721,5548,3,9,2008
1584,House,Bahamas,Chavezport,Kimberly Squares,6063,16587,2,6,2019
1585,Condo,Poland,New Richard,Roberts Lodge,18605,16263,6,7,2003
1586,Cottage,Holy See (Vatican City State),Melindaside,Perez Hollow,426,391,6,7,2011
1587,Villa,Bulgaria,West Kellyfort,Elizabeth Causeway,853,354,7,2,2003
1588,Loft,China,Stuartfurt,William Shore,167,1616,6,5,2007
1589,Apartment,Northern Mariana Islands,Stacieview,Jason Port,938,11010,3,10,2001
1590,Villa,French Polynesia,New Erinfort,Tony Overpass,599,12012,2,3,2017
1591,Duplex,Saint Vincent and the Grenadines,South Samanthabury,Margaret Squares,0186,7612,9,7,2010
1592,Apartment,Equatorial Guinea,Jamesberg,Stephanie Tunnel,6541,9810,10,10,2010
1593,Apartment,Nicaragua,Stephanieville,James Valleys,710,13617,2,8,2014
1594,Penthouse,Saint Pierre and Miquelon,Dorseymouth,Aaron Overpass,20555,16128,3,3,2014
1595,Duplex,Philippines,Lake Michael,Alyssa Knolls,24828,11728,5,3,2008
1596,Studio,Morocco,Cherylshire,Lee Summit,325,18491,10,1,2011
1597,Loft,Albania,North Markton,Baker Locks,748,4917,4,2,2012
1598,Condo,Poland,North Jesus,Sanchez Cape,62576,13900,1,4,2015
1599,Apartment,Burkina Faso,Moorefurt,Chavez Crest,305,13830,8,7,2009
1600,Loft,Fiji,South Thomas,Smith Springs,60146,1935,9,8,2022
1601,Studio,Montenegro,North Aaronfurt,Lynn Turnpike,1560,8859,4,5,2003
1602,Condo,Belgium,Alfredview,Smith Harbor,034,6350,5,9,2007
1603,Condo,New Zealand,Lake Stevenfort,Kyle Union,902,965,7,1,2016
1604,House,United Kingdom,West Stephaniestad,Todd Underpass,19974,4502,1,6,2016
1605,Townhouse,Marshall Islands,Thomasmouth,Valentine Harbors,702,5337,7,2,2015
1606,House,Gibraltar,South Jenniferland,Maria Port,7129,5107,5,5,2022
1607,Penthouse,Costa Rica,Lake Teresamouth,Valerie Station,420,14896,4,4,2004
1608,Villa,Eritrea,Carolfort,Thomas Skyway,4207,17191,9,10,2017
1609,House,Norway,Petersonstad,Campbell Valley,916,5141,9,8,2016
1610,Studio,Morocco,Millerfort,Chavez Avenue,659,4189,6,9,2008
1611,Studio,Uganda,Hubbardtown,Savage Walks,65539,10393,8,10,2010
1612,Penthouse,Costa Rica,Armstrongberg,Stacy Cove,687,9247,2,10,2010
1613,House,Portugal,Mariachester,Diane Terrace,3587,19557,7,2,2023
1614,Villa,Liechtenstein,Amandaborough,Howard Plains,754,19421,3,5,2013
1615,House,Morocco,Lake Christopherton,Elizabeth Overpass,386,16190,4,1,2000
1616,Apartment,Grenada,West Spencer,Hoffman Plaza,40092,14992,5,8,2007
1617,Townhouse,Japan,Meredithfort,Thomas Heights,986,5342,10,10,2020
1618,House,Uganda,West James,Morgan Spurs,98807,7336,6,7,2022
1619,Duplex,Tuvalu,New Shelbyville,Judith Key,15398,17044,1,1,2005
1620,Condo,Ireland,Mcdonaldtown,Rachel Valley,25548,15020,7,2,2018
1621,Loft,Lithuania,New Kristy,Fisher Burgs,5414,6000,10,9,2020
1622,Condo,Lesotho,West Tina,Wolfe Crossing,28585,18008,1,2,2019
1623,Loft,Sierra Leone,New Nicholas,Mark Plaza,6033,14418,6,3,2000
1624,Apartment,Qatar,Karenburgh,Antonio Underpass,97221,7854,8,2,2002
1625,Studio,Senegal,Kellyhaven,Paul Corners,6349,19280,1,8,2012
1626,House,Turkey,Deborahchester,Smith Bridge,08844,11052,8,4,2022
1627,Duplex,Georgia,Kyleberg,Sawyer Ranch,0780,10644,10,4,2014
1628,House,Puerto Rico,Lynnmouth,Makayla Trail,65915,17946,1,9,2008
1629,House,Dominica,Matthewport,Arellano Pines,53242,2829,1,9,2016
1630,Apartment,Liberia,Allenchester,Anthony Rest,05099,7389,5,6,2010
1631,House,Cook Islands,Sheltonfurt,Brown Highway,249,11532,2,8,2021
1632,House,North Macedonia,South Melanie,Tammy Grove,872,7647,7,6,2016
