transaction_id,transaction_amount,transaction_date,payment_method
1003,1661282.06,2014-10-27 03:19:30,Debit Card
1004,1004057.04,2010-01-10 18:11:45,Cash
1005,338664.43,2014-09-05 21:47:28,Debit Card
1006,214786.95,2006-03-12 08:43:56,Online Transfer
1007,1256993.37,2002-07-01 08:05:46,Cash
1008,420035.39,2001-09-19 01:25:05,Credit Card
1009,1286834.78,2007-07-17 09:40:30,Cash
1010,1900991.3,2006-11-03 06:37:58,Debit Card
1011,107160.32,2001-07-11 05:56:39,Check
1012,1959938.13,2019-08-22 12:50:02,Check
1013,465355.3,2010-04-30 23:55:19,Debit Card
1014,1021743.85,2014-06-21 12:13:11,Debit Card
1015,822097.71,2017-12-26 16:03:06,Mobile Payment
1016,1124980.14,2004-01-07 17:24:27,Debit Card
1017,1729575.92,2021-06-16 18:45:44,Mobile Payment
1018,1896936.05,2013-12-13 09:05:35,Cash
1019,1361166.11,2010-01-13 17:11:57,Debit Card
1020,374512.67,2022-03-06 17:31:38,Online Transfer
1021,654802.44,2013-07-25 00:26:06,Mobile Payment
1022,659056.5,2000-06-16 11:25:38,Credit Card
1023,592811.04,2012-01-16 06:53:38,Online Transfer
1024,948810.0,2009-08-19 15:51:11,Debit Card
1025,1702596.04,2001-04-07 03:12:43,Check
1026,1327324.74,2022-05-06 12:55:48,Debit Card
1027,438682.97,2015-07-04 06:23:55,Debit Card
1028,1048537.18,2010-08-20 19:26:42,Credit Card
1029,371226.88,2021-07-07 23:28:35,Online Transfer
1030,1397198.23,2014-01-16 23:00:32,Mobile Payment
1031,502963.35,2010-01-25 14:42:09,Debit Card
1032,1301973.86,2013-07-13 13:23:51,Check
1033,935361.37,2009-10-07 07:48:08,Check
1034,123550.29,2005-05-12 15:42:55,Online Transfer
1035,827365.72,2010-07-14 18:03:38,Check
1036,455517.89,2008-05-09 17:29:29,Debit Card
1037,1628825.14,2002-10-05 17:09:32,Check
1038,1583150.25,2003-05-10 17:54:28,Cash
1039,879360.31,2010-04-27 04:41:47,Check
1040,1463858.89,2014-04-23 11:48:04,Debit Card
1041,872347.29,2022-05-19 10:03:19,Mobile Payment
1042,519071.73,2022-02-20 21:46:58,Credit Card
1043,1681684.36,2007-01-26 02:20:56,Cash
1044,951787.54,2021-10-20 19:36:24,Credit Card
1045,1181029.91,2016-11-03 13:20:38,Mobile Payment
1046,458825.25,2008-07-17 13:28:08,Cash
1047,496002.73,2018-04-28 08:24:33,Cash
1048,1924437.06,2017-11-03 21:39:57,Credit Card
1049,1244405.44,2018-09-15 19:16:43,Check
1050,771803.24,2016-10-15 17:41:11,Credit Card
1051,1479489.35,2012-07-11 04:44:04,Cash
1052,1254375.16,2001-01-23 05:11:41,Cash
1053,1296176.14,2007-02-02 02:55:27,Check
1054,268072.74,2019-05-20 12:50:49,Credit Card
1055,129813.46,2019-11-18 22:57:54,Credit Card
1056,683822.75,2012-10-15 12:18:11,Debit Card
1057,1938319.95,2015-06-02 12:16:58,Cash
1058,1593552.41,2003-04-23 13:13:43,Online Transfer
1059,1591833.92,2018-08-24 13:18:23,Debit Card
1060,292219.83,2014-01-31 17:22:44,Credit Card
1061,427544.48,2021-10-25 23:17:10,Mobile Payment
1062,742391.49,2019-09-12 17:53:59,Check
1063,645163.06,2002-12-11 16:29:13,Mobile Payment
1064,569637.25,2010-10-14 04:55:49,Check
1065,1547792.66,2006-08-23 11:11:24,Online Transfer
1066,1445083.46,2021-06-07 16:17:50,Online Transfer
1067,759469.1,2019-02-16 16:55:52,Cash
1068,777639.6,2005-12-10 00:15:55,Check
1069,436111.39,2020-07-04 13:51:14,Credit Card
1070,1962601.86,2010-06-14 14:30:22,Credit Card
1071,1353250.12,2004-10-29 03:36:14,Online Transfer
1072,188807.23,2009-06-29 08:11:55,Check
1073,162518.0,2015-09-26 01:35:39,Check
1074,1952798.71,2011-11-20 22:23:51,Debit Card
1075,674649.86,2014-10-27 15:31:35,Check
1076,1262045.52,2005-06-29 00:27:08,Check
1077,80322.51,2016-02-21 00:40:15,Debit Card
1078,571725.71,2023-10-05 03:39:51,Mobile Payment
1079,682385.0,2014-06-12 07:28:59,Debit Card
1080,214610.09,2011-12-10 13:16:13,Mobile Payment
1081,1856502.08,2020-08-28 21:23:37,Credit Card
1082,262581.99,2013-05-17 22:44:38,Debit Card
1083,1545325.33,2022-01-01 22:00:55,Check
1084,1412216.67,2003-05-08 20:21:46,Debit Card
1085,1146708.22,2005-08-15 11:32:42,Debit Card
1086,379320.29,2004-12-18 21:27:00,Cash
1087,1923273.57,2003-04-25 06:24:34,Mobile Payment
1088,1796407.06,2007-05-01 09:40:17,Debit Card
1089,1192188.78,2002-07-25 21:36:41,Debit Card
1090,1538624.35,2000-04-30 23:18:31,Online Transfer
1091,806094.94,2008-11-07 19:05:51,Credit Card
1092,964133.67,2005-01-30 21:58:10,Online Transfer
1093,353325.14,2002-08-24 22:34:11,Check
1094,1815297.83,2006-06-12 23:05:46,Mobile Payment
1095,231839.92,2018-02-02 08:24:01,Check
1096,1743100.42,2006-05-14 18:35:45,Online Transfer
1097,655421.5,2000-05-29 13:38:04,Mobile Payment
1098,89341.38,2017-09-10 22:26:30,Debit Card
1099,356646.05,2013-06-21 09:17:34,Debit Card
1100,1316776.68,2007-07-05 13:10:13,Credit Card
1101,478483.73,2022-12-29 01:47:33,Check
1102,96427.75,2009-01-03 05:16:28,Mobile Payment
1103,1737749.58,2006-03-03 11:51:39,Mobile Payment
1104,1977094.38,2020-05-11 09:41:12,Mobile Payment
1105,1817232.27,2001-01-20 19:15:30,Check
1106,1635397.15,2011-02-12 09:47:51,Check
1107,457822.42,2014-08-14 23:53:59,Credit Card
1108,253496.69,2018-04-30 05:07:32,Check
1109,1385047.17,2011-10-20 22:57:48,Mobile Payment
1110,1749211.48,2019-08-15 12:03:06,Cash
1111,411636.79,2000-07-09 07:25:57,Cash
1112,1763593.35,2006-03-09 16:02:07,Credit Card
1113,703575.3,2019-04-07 16:42:40,Debit Card
1114,319019.3,2005-03-07 14:57:44,Credit Card
1115,1325228.77,2023-03-10 21:01:12,Mobile Payment
1116,1750205.78,2009-05-30 15:59:48,Debit Card
1117,150112.97,2022-12-18 03:22:51,Check
1118,1480776.79,2020-09-11 07:38:52,Cash
1119,1606949.57,2019-02-17 11:23:07,Debit Card
1120,554367.85,2005-09-10 09:47:42,Credit Card
1121,372562.57,2006-06-05 03:54:54,Credit Card
1122,1635342.65,2008-09-22 15:42:00,Credit Card
1123,432484.09,2022-09-05 15:32:56,Cash
1124,1254754.3,2013-03-25 05:52:15,Mobile Payment
1125,793731.68,2018-10-27 15:22:14,Mobile Payment
1126,1112055.27,2000-03-10 03:52:58,Check
1127,1510856.79,2014-04-07 05:52:48,Mobile Payment
1128,327449.89,2019-02-10 15:52:08,Debit Card
1129,1901575.7,2007-04-06 15:47:19,Online Transfer
1130,126772.56,2009-02-02 19:15:17,Debit Card
1131,1064826.36,2012-08-18 15:03:47,Mobile Payment
1132,866536.89,2006-07-25 11:37:09,Mobile Payment
1133,1739645.07,2018-08-20 12:13:47,Debit Card
1134,547221.16,2014-01-21 16:36:40,Cash
1135,933051.18,2001-12-07 14:39:58,Credit Card
1136,1958630.77,2021-08-20 12:00:29,Online Transfer
1137,1789637.57,2021-12-11 22:43:11,Mobile Payment
1138,1446560.34,2022-05-20 04:01:35,Online Transfer
1139,444141.46,2005-08-02 08:15:48,Debit Card
1140,1290475.94,2009-02-27 22:43:03,Mobile Payment
1141,875692.48,2011-08-27 12:36:06,Credit Card
1142,1418128.63,2015-08-22 02:58:21,Debit Card
1143,1645564.85,2020-05-14 03:19:08,Cash
1144,915670.67,2022-12-30 00:23:23,Online Transfer
1145,902156.03,2001-08-18 11:42:04,Credit Card
1146,1393822.85,2017-11-20 20:15:47,Check
1147,228320.33,2004-08-30 09:12:14,Cash
1148,1803822.8,2023-03-06 15:16:50,Debit Card
1149,1168779.34,2015-02-06 03:55:59,Online Transfer
1150,1721936.01,2009-02-14 01:56:27,Mobile Payment
1151,92115.76,2003-01-11 05:09:28,Debit Card
1152,509508.73,2014-05-12 19:24:44,Mobile Payment
1153,776375.62,2010-05-20 18:17:19,Online Transfer
1154,1248722.04,2001-10-26 17:07:00,Credit Card
1155,1387443.93,2012-01-05 03:27:04,Credit Card
1156,642195.73,2013-09-27 08:47:27,Cash
1157,546800.49,2020-11-29 23:03:59,Mobile Payment
1158,591908.01,2016-08-16 02:08:39,Online Transfer
1159,1176519.75,2011-02-13 01:23:14,Mobile Payment
1160,1416691.63,2004-10-11 00:47:48,Check
1161,1841203.4,2009-04-10 20:46:29,Online Transfer
1162,447147.7,2003-01-04 09:43:14,Cash
1163,884415.61,2023-10-06 05:07:01,Debit Card
1164,981763.19,2008-10-23 10:16:36,Check
1165,1638664.6,2000-08-25 23:28:41,Debit Card
1166,1587695.29,2023-09-01 00:16:54,Check
1167,86775.97,2001-12-31 01:00:01,Credit Card
1168,1828780.72,2008-06-02 22:34:25,Online Transfer
1169,679649.79,2023-11-13 17:19:05,Mobile Payment
1170,580702.6,2021-10-12 08:31:05,Debit Card
1171,328941.72,2008-05-22 13:00:37,Credit Card
1172,974803.17,2015-08-21 17:22:14,Debit Card
1173,683187.8,2018-12-14 06:13:52,Cash
1174,1987007.79,2012-11-28 14:20:55,Cash
1175,473930.67,2007-07-10 17:13:45,Check
1176,1439779.89,2006-08-12 14:22:23,Debit Card
1177,648383.99,2022-12-18 02:46:47,Mobile Payment
1178,797058.22,2022-03-08 23:01:04,Online Transfer
1179,1181988.83,2005-01-12 03:20:20,Mobile Payment
1180,847286.98,2023-02-25 18:49:47,Debit Card
1181,598585.82,2020-09-21 11:45:35,Debit Card
1182,427424.06,2005-08-23 12:48:28,Check
1183,160232.98,2002-01-08 17:43:20,Check
1184,1549818.59,2005-02-12 07:06:10,Check
1185,1633289.83,2005-10-18 20:53:40,Debit Card
1186,1259938.18,2013-09-26 23:51:00,Credit Card
1187,1944985.81,2003-04-17 06:30:03,Credit Card
1188,102321.46,2018-02-05 07:09:11,Mobile Payment
1189,1028706.58,2023-01-30 22:02:16,Debit Card
1190,1209823.33,2009-05-13 15:29:16,Mobile Payment
1191,358504.43,2023-11-20 06:02:44,Debit Card
1192,1855749.57,2003-12-15 21:30:15,Cash
1193,1836864.11,2018-04-01 13:58:35,Cash
1194,1091040.73,2007-12-16 23:35:07,Check
1195,174652.58,2017-03-19 12:03:11,Cash
1196,1533241.56,2023-01-19 04:54:05,Debit Card
1197,867579.32,2016-12-04 11:00:22,Debit Card
1198,351042.01,2014-07-06 20:13:54,Mobile Payment
1199,1606663.5,2000-07-29 21:57:56,Credit Card
1200,1702366.08,2011-07-25 03:38:02,Debit Card
1201,907657.29,2004-06-18 23:58:37,Check
1202,520921.78,2003-04-19 11:55:18,Credit Card
1203,537006.98,2007-07-01 20:07:06,Mobile Payment
1204,1008973.61,2013-04-20 03:21:10,Mobile Payment
1205,1691006.38,2003-02-28 20:46:01,Debit Card
1206,390168.32,2022-12-10 00:14:50,Debit Card
1207,1269359.12,2008-03-25 20:59:11,Credit Card
1208,1722223.4,2018-09-11 16:03:20,Online Transfer
1209,1858762.29,2002-04-25 08:02:12,Online Transfer
1210,1957551.42,2003-12-25 19:09:10,Cash
1211,149988.61,2013-04-23 09:29:35,Debit Card
1212,767392.3,2014-03-09 14:42:47,Check
1213,251879.89,2000-06-24 06:29:21,Credit Card
1214,1629465.91,2015-05-09 15:46:35,Check
1215,1433715.47,2004-01-12 03:49:59,Check
1216,1026538.84,2019-12-23 09:44:14,Debit Card
1217,513713.06,2000-12-22 22:45:22,Online Transfer
1218,891727.97,2006-04-07 08:36:31,Credit Card
1219,1856698.23,2019-02-03 20:52:36,Debit Card
1220,850187.93,2008-04-24 06:25:16,Cash
1221,724856.2,2016-08-24 04:44:19,Online Transfer
1222,147441.52,2007-08-19 16:51:14,Credit Card
1223,330570.04,2007-03-16 14:50:54,Check
1224,282089.53,2016-04-02 19:56:57,Debit Card
1225,852300.52,2022-12-19 15:32:05,Cash
1226,625647.55,2023-08-24 15:14:04,Debit Card
1227,1442259.82,2012-04-21 14:58:37,Online Transfer
1228,1138415.07,2013-06-30 04:39:37,Credit Card
1229,210969.7,2013-09-15 00:38:06,Check
1230,259317.38,2006-12-24 21:48:45,Cash
1231,1708460.4,2013-05-29 15:54:55,Debit Card
1232,477847.72,2004-02-08 05:54:19,Mobile Payment
1233,448139.49,2008-05-05 21:26:54,Credit Card
1234,396778.4,2002-05-31 23:44:09,Online Transfer
1235,1783349.31,2008-07-21 13:34:11,Debit Card
1236,229522.76,2002-04-06 18:35:49,Check
1237,1119248.22,2020-01-19 21:55:10,Debit Card
1238,1559148.1,2018-05-26 17:04:21,Mobile Payment
1239,1561953.75,2021-08-12 20:08:19,Check
1240,1188719.23,2021-04-04 03:01:28,Cash
1241,1249566.49,2010-10-20 12:51:28,Credit Card
1242,871598.02,2005-05-11 18:50:06,Cash
1243,584127.46,2010-05-06 16:12:26,Online Transfer
1244,348663.13,2022-06-30 21:23:27,Cash
1245,601903.86,2000-08-29 17:57:11,Mobile Payment
1246,769864.44,2015-11-28 20:48:19,Debit Card
1247,1605461.28,2013-06-11 05:05:39,Credit Card
1248,1198904.13,2005-06-29 11:19:06,Debit Card
1249,1391279.16,2023-02-06 02:06:30,Online Transfer
1250,776754.36,2017-05-08 09:10:59,Check
1251,454220.94,2020-12-12 09:38:17,Check
1252,455792.15,2017-07-17 23:16:15,Debit Card
1253,668306.39,2010-08-08 14:10:22,Credit Card
1254,1516513.04,2014-08-07 23:17:49,Check
1255,799863.15,2011-09-13 08:46:45,Mobile Payment
1256,1388300.12,2020-07-22 23:13:13,Cash
1257,1470667.44,2004-12-31 04:11:36,Check
1258,1821106.03,2003-09-25 14:31:25,Cash
1259,1851108.66,2015-12-12 04:36:47,Check
1260,1127400.35,2004-07-26 06:08:13,Mobile Payment
1261,93570.28,2006-01-06 14:25:52,Debit Card
1262,846100.81,2003-04-18 11:04:53,Cash
1263,1448348.86,2003-07-17 09:58:06,Mobile Payment
1264,1578906.56,2002-03-19 22:41:30,Check
1265,1529807.62,2002-12-11 16:19:18,Cash
1266,910579.3,2010-03-07 17:09:27,Check
1267,653890.07,2002-02-03 05:57:44,Mobile Payment
1268,1186158.67,2010-07-27 11:39:21,Credit Card
1269,1873484.51,2007-12-02 11:39:50,Online Transfer
1270,1667814.02,2011-08-20 14:11:06,Cash
1271,413028.39,2022-09-07 02:24:21,Check
1272,388554.59,2001-03-01 15:10:27,Online Transfer
1273,619919.57,2006-04-25 08:35:33,Credit Card
1274,969879.93,2007-03-20 05:36:15,Cash
1275,1508668.71,2003-06-03 11:47:34,Mobile Payment
1276,1327181.74,2021-04-09 08:41:15,Debit Card
1277,1935274.72,2023-10-05 12:21:17,Online Transfer
1278,1514129.24,2019-11-16 11:28:56,Check
1279,987813.08,2014-04-29 18:15:48,Cash
1280,210019.95,2003-12-11 11:13:04,Debit Card
1281,305347.34,2005-03-05 00:21:31,Credit Card
1282,1635765.01,2010-06-09 01:43:32,Mobile Payment
1283,1069982.09,2018-09-20 18:32:54,Credit Card
1284,909785.75,2016-07-04 00:46:46,Cash
1285,1192325.96,2015-09-03 01:29:18,Credit Card
1286,1514345.86,2010-05-13 17:55:50,Cash
1287,1955009.83,2009-08-27 07:09:59,Online Transfer
1288,259103.94,2017-05-07 14:24:14,Mobile Payment
1289,1348383.05,2000-11-08 04:58:19,Mobile Payment
1290,1899896.75,2017-06-05 21:25:30,Credit Card
1291,716389.57,2017-05-09 06:18:46,Debit Card
1292,805072.9,2015-04-17 08:07:01,Credit Card
1293,115571.25,2005-05-05 23:36:19,Cash
1294,141240.11,2013-09-19 10:32:00,Cash
1295,751930.27,2021-06-16 06:24:50,Debit Card
1296,1745368.86,2009-10-08 09:24:42,Mobile Payment
1297,1675616.64,2023-03-09 16:45:37,Online Transfer
1298,1048924.84,2018-09-10 10:57:05,Check
1299,422576.63,2018-06-19 08:57:04,Online Transfer
1300,657688.32,2008-10-22 09:31:12,Credit Card
1301,608955.32,2005-02-08 22:52:13,Online Transfer
1302,945816.22,2001-10-19 15:18:07,Credit Card
1303,818642.62,2013-11-14 01:03:17,Online Transfer
1304,514914.38,2005-11-28 18:25:38,Online Transfer
1305,1618433.59,2011-05-20 03:04:49,Cash
1306,350454.95,2014-12-26 17:16:59,Mobile Payment
1307,811749.57,2017-10-07 21:30:38,Debit Card
1308,266407.59,2019-07-17 21:36:01,Check
1309,1631769.73,2016-05-15 14:53:40,Check
1310,119358.35,2019-08-24 18:04:32,Cash
1311,985456.44,2022-12-20 17:57:44,Online Transfer
1312,627681.44,2022-09-02 23:57:45,Online Transfer
1313,1774840.28,2017-08-27 22:46:52,Check
1314,1675052.56,2000-03-10 08:43:12,Mobile Payment
1315,84449.49,2013-06-29 13:47:41,Credit Card
1316,1598870.31,2020-09-13 01:12:45,Debit Card
1317,1639839.31,2020-10-29 10:30:59,Debit Card
1318,474303.35,2017-12-13 18:28:41,Check
1319,1907382.34,2015-09-30 00:44:12,Check
1320,1028188.49,2006-06-01 04:52:13,Mobile Payment
1321,203799.48,2010-04-16 00:27:52,Check
1322,1280575.18,2006-08-23 00:22:04,Online Transfer
1323,1578658.06,2016-02-11 00:05:58,Check
1324,1468981.34,2004-11-14 00:05:32,Debit Card
1325,271847.23,2012-07-15 11:39:48,Online Transfer
1326,1824056.13,2006-02-26 15:16:39,Online Transfer
1327,1652954.44,2008-09-13 04:52:56,Credit Card
1328,82945.47,2019-02-04 20:37:39,Credit Card
1329,468824.77,2013-09-30 18:47:53,Debit Card
1330,380356.87,2008-04-04 14:36:18,Mobile Payment
1331,382536.16,2019-01-08 05:35:22,Mobile Payment
1332,91933.21,2018-11-02 10:06:05,Cash
1333,1305796.21,2011-06-13 15:26:34,Online Transfer
1334,1635902.72,2011-06-18 20:28:57,Debit Card
1335,172765.03,2016-11-07 05:43:26,Credit Card
1336,861066.79,2023-11-29 02:12:05,Debit Card
1337,1088485.67,2009-08-22 00:53:21,Online Transfer
1338,581050.93,2023-03-29 02:46:20,Online Transfer
1339,669517.47,2006-01-12 13:25:52,Online Transfer
1340,1475774.26,2004-08-28 03:16:58,Mobile Payment
1341,628529.62,2023-12-10 20:37:26,Mobile Payment
1342,806720.23,2009-11-09 18:35:41,Credit Card
1343,1633032.05,2012-02-03 12:34:47,Check
1344,1912538.8,2010-08-05 22:34:25,Online Transfer
1345,1853879.88,2011-10-02 23:09:54,Debit Card
1346,204124.46,2013-01-24 05:52:53,Check
1347,1753245.23,2003-03-27 13:57:20,Check
1348,1090828.39,2013-10-29 22:47:45,Credit Card
1349,1900468.31,2020-07-15 08:14:58,Online Transfer
1350,317689.34,2014-03-04 07:02:57,Check
1351,866856.35,2001-04-11 08:27:45,Cash
1352,1268526.8,2019-04-22 12:54:11,Cash
1353,1001361.18,2004-12-27 04:46:21,Credit Card
1354,1649621.43,2022-06-03 16:20:51,Cash
1355,1187760.84,2011-03-03 21:18:26,Debit Card
1356,1676278.89,2020-12-07 15:59:52,Mobile Payment
1357,184407.43,2012-11-28 19:29:49,Credit Card
1358,1620212.38,2006-02-10 03:49:05,Debit Card
1359,92338.5,2002-01-05 02:02:28,Debit Card
1360,1643330.02,2019-08-05 23:40:36,Credit Card
1361,605473.6,2000-09-08 00:14:43,Mobile Payment
1362,608018.47,2023-09-27 15:40:53,Debit Card
1363,1490439.43,2019-02-13 11:16:21,Cash
1364,1980173.28,2018-07-09 11:58:43,Credit Card
1365,1456374.32,2018-01-20 11:42:23,Online Transfer
1366,1925762.96,2020-01-25 22:00:01,Debit Card
1367,971831.44,2000-07-19 09:28:35,Online Transfer
1368,991832.09,2011-05-09 03:44:22,Credit Card
1369,1653210.97,2002-11-21 20:41:33,Cash
1370,909304.47,2005-05-27 05:42:03,Credit Card
1371,1658799.5,2001-06-08 04:31:50,Online Transfer
1372,1433307.52,2012-03-14 19:50:43,Check
1373,1790444.81,2011-02-18 09:52:37,Debit Card
1374,852814.42,2016-08-13 20:35:45,Cash
1375,1487260.93,2017-06-25 02:59:51,Cash
1376,858384.09,2001-12-10 05:27:55,Check
1377,971375.06,2013-08-05 20:28:15,Debit Card
1378,1026747.47,2009-09-13 15:44:16,Debit Card
1379,144764.84,2008-04-14 05:25:55,Cash
1380,1832179.07,2006-12-07 19:34:18,Debit Card
1381,202623.36,2006-09-26 07:28:42,Cash
1382,983010.84,2011-01-25 12:22:12,Check
1383,1554110.52,2015-02-04 13:17:04,Online Transfer
1384,1251384.82,2006-06-13 12:38:21,Credit Card
1385,794809.08,2017-04-10 23:07:29,Check
1386,1674295.81,2004-07-31 01:00:37,Online Transfer
1387,600120.41,2006-11-12 08:53:28,Credit Card
1388,611061.22,2022-05-18 16:06:53,Mobile Payment
1389,123525.41,2002-05-30 19:21:40,Cash
1390,561585.23,2011-03-13 05:44:17,Debit Card
1391,462360.72,2000-03-23 12:55:48,Online Transfer
1392,1268051.96,2004-05-05 13:28:19,Debit Card
1393,612631.92,2017-08-19 02:55:42,Debit Card
1394,1834951.13,2012-04-18 14:28:57,Cash
1395,1850375.46,2018-02-02 01:50:47,Check
1396,618769.89,2006-02-02 09:02:29,Online Transfer
1397,748284.37,2013-03-08 03:45:34,Check
1398,1865395.22,2007-05-21 18:22:21,Online Transfer
1399,1160547.32,2016-07-13 04:16:08,Mobile Payment
1400,1943701.76,2023-07-05 00:26:27,Debit Card
1401,691710.98,2023-05-06 19:56:02,Cash
1402,1745802.74,2002-03-30 15:18:41,Check
1403,390198.49,2014-05-26 14:49:28,Credit Card
1404,1686255.62,2015-12-13 16:34:50,Credit Card
1405,736394.16,2009-12-19 17:07:38,Cash
1406,1664830.6,2019-05-29 04:56:28,Debit Card
1407,1832826.77,2010-02-20 15:15:29,Cash
1408,1784295.41,2001-05-01 09:13:07,Online Transfer
1409,366564.27,2018-05-09 10:21:27,Mobile Payment
1410,275172.29,2016-01-03 09:49:52,Credit Card
1411,486347.69,2015-06-12 20:32:11,Mobile Payment
1412,1574722.54,2004-11-02 23:24:15,Cash
1413,598587.42,2014-08-09 03:01:31,Debit Card
1414,1306874.47,2013-08-12 17:41:56,Mobile Payment
1415,882404.47,2023-11-14 17:32:23,Mobile Payment
1416,1288303.64,2008-09-21 08:50:51,Credit Card
1417,1079569.18,2015-03-25 06:58:50,Online Transfer
1418,1147056.65,2020-03-27 20:29:16,Online Transfer
1419,662895.79,2005-06-25 15:35:06,Online Transfer
1420,447398.51,2003-06-19 11:21:01,Debit Card
1421,844378.98,2008-08-29 16:03:25,Check
1422,291562.74,2020-07-07 10:28:56,Cash
1423,1719983.24,2017-10-22 18:39:40,Online Transfer
1424,1278849.27,2012-07-09 03:13:22,Debit Card
1425,866765.33,2002-09-24 22:04:54,Check
1426,1378856.47,2015-10-27 13:52:17,Check
1427,1868044.82,2005-06-30 09:57:24,Check
1428,454824.74,2017-05-15 15:51:57,Mobile Payment
1429,1141453.27,2022-03-22 10:57:56,Debit Card
1430,1543171.65,2012-10-23 17:10:47,Online Transfer
1431,608331.98,2004-02-01 21:19:57,Debit Card
1432,813158.54,2022-01-21 01:18:46,Debit Card
1433,578563.06,2018-02-05 03:24:08,Debit Card
1434,1777788.62,2013-07-21 07:12:01,Debit Card
1435,1130224.31,2014-01-31 15:29:08,Debit Card
1436,952676.8,2006-10-25 10:56:49,Mobile Payment
1437,451675.76,2007-07-09 22:30:58,Mobile Payment
1438,1946966.03,2005-02-18 12:40:21,Cash
1439,1576503.29,2011-04-27 13:39:56,Cash
1440,172466.92,2023-11-24 12:38:02,Mobile Payment
1441,1924182.63,2014-11-04 14:30:19,Credit Card
1442,1631657.79,2023-07-12 22:05:32,Check
1443,1959460.07,2008-04-24 20:10:17,Online Transfer
1444,1033256.35,2000-10-16 07:34:16,Credit Card
1445,293399.43,2000-07-16 21:39:22,Debit Card
1446,1855835.41,2000-01-15 05:47:20,Mobile Payment
1447,951294.1,2023-03-05 21:27:09,Online Transfer
1448,549249.6,2005-06-09 07:35:29,Check
1449,1486453.15,2012-12-26 08:23:09,Debit Card
1450,1441928.11,2002-11-08 06:35:05,Credit Card
1451,688247.03,2019-09-21 15:00:17,Online Transfer
1452,1251460.77,2018-08-20 09:40:23,Online Transfer
1453,942217.9,2002-01-15 01:10:34,Check
1454,1058084.07,2013-08-19 16:22:59,Credit Card
1455,536858.18,2017-03-05 04:24:51,Check
1456,1151230.6,2017-02-03 19:18:46,Online Transfer
1457,1168823.32,2012-07-31 15:56:42,Online Transfer
1458,811197.15,2003-08-29 17:58:33,Mobile Payment
1459,870963.48,2007-06-29 17:23:45,Check
1460,1395473.44,2010-01-01 05:08:38,Mobile Payment
1461,898055.2,2003-06-11 22:23:52,Cash
1462,1519487.08,2020-03-13 08:22:11,Check
1463,1520500.95,2005-08-28 20:55:37,Online Transfer
1464,1128646.58,2015-02-01 09:29:06,Debit Card
1465,1474950.47,2005-02-12 17:35:23,Mobile Payment
1466,1671819.87,2017-01-29 14:37:54,Credit Card
1467,1115680.57,2010-09-25 23:03:28,Online Transfer
1468,1846658.86,2015-12-10 00:34:31,Mobile Payment
1469,1251092.19,2010-10-01 20:28:01,Debit Card
1470,549074.9,2008-09-16 19:28:45,Credit Card
1471,1607139.72,2013-09-30 19:01:35,Online Transfer
1472,666015.72,2014-11-17 14:32:17,Credit Card
1473,810172.06,2017-02-07 07:50:11,Online Transfer
1474,1096625.99,2023-06-03 11:57:44,Debit Card
1475,240638.53,2001-11-29 23:05:06,Mobile Payment
1476,99360.41,2015-03-21 06:50:50,Credit Card
1477,199024.33,2018-10-09 12:40:58,Cash
1478,726909.08,2000-12-22 22:15:02,Cash
1479,635507.55,2015-12-21 15:04:44,Check
1480,1366786.92,2016-12-20 22:32:29,Debit Card
1481,692970.38,2012-04-21 05:02:12,Online Transfer
1482,1597216.7,2020-07-03 05:14:42,Credit Card
1483,1847506.75,2009-04-27 23:03:26,Mobile Payment
1484,422712.66,2023-07-02 14:53:58,Mobile Payment
1485,322417.22,2006-04-17 11:50:25,Mobile Payment
1486,1237052.54,2003-06-24 14:45:39,Debit Card
1487,1032948.12,2000-08-01 08:36:37,Cash
1488,524815.96,2021-08-01 18:52:42,Debit Card
1489,1859218.13,2020-01-06 07:25:14,Check
1490,1989679.02,2000-07-22 11:50:49,Mobile Payment
1491,594614.29,2012-09-18 23:05:19,Debit Card
1492,1539041.56,2021-03-31 23:22:23,Check
1493,1526713.53,2016-09-23 22:25:22,Check
1494,477206.07,2001-04-21 10:06:02,Credit Card
1495,1425225.74,2008-12-03 12:24:51,Mobile Payment
1496,1903545.92,2018-02-24 08:02:01,Debit Card
1497,81832.67,2006-03-08 01:17:28,Mobile Payment
1498,1453768.85,2012-11-02 21:47:56,Debit Card
1499,1663874.57,2006-11-17 16:19:39,Check
1500,464803.03,2008-02-21 12:49:08,Online Transfer
1501,1857537.11,2003-09-12 03:44:09,Debit Card
1502,990023.53,2006-06-28 21:44:56,Cash
1503,996863.76,2018-03-24 11:10:34,Cash
1504,315080.24,2019-08-29 22:55:34,Credit Card
1505,1087574.94,2012-08-21 11:42:37,Credit Card
1506,1525490.05,2022-01-20 13:45:48,Mobile Payment
1507,1290463.29,2019-01-11 07:24:43,Check
1508,950349.98,2016-05-31 16:58:48,Cash
1509,389068.74,2016-06-16 10:37:32,Online Transfer
1510,507146.44,2008-10-25 21:33:41,Online Transfer
1511,758979.8,2007-07-31 01:20:02,Check
1512,1642599.68,2006-03-14 17:37:49,Online Transfer
1513,618119.24,2010-07-16 15:19:57,Debit Card
1514,424661.28,2022-11-02 11:39:06,Online Transfer
1515,780528.75,2000-02-24 12:11:26,Check
1516,1485691.05,2006-05-28 21:18:48,Credit Card
